business,address,city,state,zip,zip4,emps,sic4,sic4desc,bldgid,sourceid,lat,long,accuracy,hqbranch,familyid,familybus,familymsas,geog
T SPA NAILS,5743 LITTLEROCK RD SW # 105,TUMWATER,WA,98512,7326,3,7231,Beauty Shops,52290821,626757058,46.996687,-122.919124,3,9,0,0,0,0101000020E6100000FF3D78EDD2BA5EC097AC8A70937F4740
WAVE CAR WASH,5326 LITTLEROCK RD SW,TUMWATER,WA,98512,7302,3,7542,Carwash,32500077,402772386,46.999271,-122.916159,3,9,148385311,16,7,0101000020E6100000E8BB5B59A2BA5EC0AD6BB41CE87F4740
LAURA DAHMER-WHITE PHD,2620 R W JOHNSON RD SW # 204,TUMWATER,WA,98512,6111,1,8049,Health Practitioner's Office,181287670,525561965,47.024856,-122.938999,3,9,0,0,0,0101000020E610000082FE428F18BC5EC0008E3D7B2E834740
GERSCHEL ALCIDES PAYNE,8530 STEILACOOM RD SE # 9,OLYMPIA,WA,98513,1787,1,782,Lawn And Garden Services,31238403,718944630,47.047851,-122.758452,3,9,0,0,0,0101000020E61000007EE5417A8AB05EC05B0A48FB1F864740
LEGEND CONTRACTING INC,5111 PHEASANT LN SE # LE,LACEY,WA,98513,4730,2,1521,Single-Family Homes Contractor,138223214,718940935,47.001716,-122.753271,3,9,0,0,0,0101000020E61000009D81919735B05EC0A2F0D93A38804740
HOT DEALS ON WHEELS,9220 MARTIN WAY E,OLYMPIA,WA,98516,5929,1,5511,Retailer Of Automobiles,14235117,234468650,47.060851,-122.744755,3,9,0,0,0,0101000020E61000001422E010AAAF5EC0E6762FF7C9874740
FUNERAL ALTERNATIVES-WA,2830 WILLAMETTE DR NE # G,LACEY,WA,98516,1379,5,7261,Funeral Service/Crematory,199423700,402356858,47.072238,-122.752094,3,9,0,0,0,0101000020E61000002461DF4E22B05EC0A4C343183F894740
VICKY'S HOUSE CLEANING,4320 17TH WAY NE,OLYMPIA,WA,98516,3734,2,7349,Building Maintenance Service,143790108,402264120,47.060157,-122.82928,3,9,0,0,0,0101000020E610000085CE6BEC12B55EC00FD07D39B3874740
CASCADE FAMILY DENTAL CARE,8765 TALLON LN NE # I,LACEY,WA,98516,6654,4,8021,Dentist's Office,182038515,402660368,47.059485,-122.75392,3,9,0,0,0,0101000020E610000038F3AB3940B05EC021CD58349D874740
LILY LANE FARM,6 JOHN WAYNE LN,ABERDEEN,WA,98520,9505,3,5261,Retailer Of Nurseries And Garden Centers,97784588,615464021,46.913383,-123.979964,3,9,0,0,0,0101000020E610000078D0ECBAB7FE5EC077DCF0BBE9744740
PAM DRAKE NATURAL HLTH CNSLTNG,228 W MARKET ST,ABERDEEN,WA,98520,6219,4,8099,Health/Allied Service,31172346,402356863,46.974153,-123.820977,3,9,0,0,0,0101000020E61000002A711DE38AF45EC07026A60BB17C4740
JAMIE BATES PS,600 E WISHKAH ST # 110,ABERDEEN,WA,98520,2911,2,8111,Legal Service,31086631,404831600,46.977254,-123.812219,3,9,0,0,0,0101000020E6100000268C6665FBF35EC04EF1B8A8167D4740
UNITED CEREBRAL PALSY,306 N B ST,ABERDEEN,WA,98520,3434,16,8322,Individual/Family Service,31231931,402356880,46.981791,-123.811291,3,2,23752,583,135,0101000020E610000081221631ECF35EC0EA40D653AB7D4740
SUNSHINE'S LOCAL FRESH FRUITS,160 NE OLD CLIFTON RD,BELFAIR,WA,98528,8658,3,5431,Retailer Of Fruit And Vegetable Markets,143815965,402551791,47.452871,-122.824306,3,9,0,0,0,0101000020E610000062F9F36DC1B45EC046274BADF7B94740
NORTH BAY MORTGAGE LLC,3590 E STATE ROUTE 302,BELFAIR,WA,98528,9371,6,6162,Mortgage Bankers And Correspondents,98136698,547339606,47.390567,-122.811598,3,9,148404634,10,3,0101000020E6100000F0DFBC38F1B35EC0CBF27519FEB14740
FAITH IN ACTION SENIOR SVC,23780 STATE HIGHWAY 3 NW,BELFAIR,WA,98528,,3,8322,Individual/Family Service,27408762,402552687,47.451149,-122.826841,3,9,0,0,0,0101000020E61000007C7F83F6EAB45EC0C24F1C40BFB94740
CASCADE WEST VETERINARY HOSP,1305 S GOLD ST,CENTRALIA,WA,98531,3717,8,742,Veterinary Services,31280239,405403553,46.70119,-122.957619,3,9,0,0,0,0101000020E6100000CEC133A149BD5EC020240B98C0594740
EAGLE CONSTRUCTION,612 W MAIN ST,CENTRALIA,WA,98531,2845,4,1521,Single-Family Homes Contractor,26576079,402262191,46.717339,-122.960382,3,9,0,0,0,0101000020E6100000B16A10E676BD5EC09B92ACC3D15B4740
A1 ROOFING,PO BOX 1622,CENTRALIA,WA,98531,749,4,1761,Roofing/Siding Contractor,155388213,261619316,46.72891,-122.96076,7,9,0,0,0,0101000020E610000084D382177DBD5EC01ADD41EC4C5D4740
DEREK R ECK,1104 BROTHERSON RD # 11,CENTRALIA,WA,98531,1063,3,4812,Radiotelephone Communications,31133299,689577815,46.70788,-122.970902,3,9,0,0,0,0101000020E6100000BE67244223BE5EC00ABFD4CF9B5A4740
EZRA COX ARTISAN DISTILLERY,719 N TOWER AVE,CENTRALIA,WA,98531,4754,2,5182,Wholesaler Of Wine And Distilled Beverages,35497651,402262155,46.722991,-122.952388,3,9,0,0,0,0101000020E61000009546CCECF3BC5EC0B32616F88A5C4740
GOLD STAR BABY CLOTHES,914 MARION ST,CENTRALIA,WA,98531,5429,2,5641,Retailer Of Children's Wear,98548873,402262180,46.728535,-122.93999,3,9,0,0,0,0101000020E61000004A24D1CB28BC5EC0E57E87A2405D4740
BURGER CLAIM,20320 OLD HIGHWAY 9 SW,CENTRALIA,WA,98531,,3,5812,Eating Places,199401338,402784875,46.791137,-123.022192,3,9,0,0,0,0101000020E6100000E78EFE976BC15EC0E9D32AFA43654740
SECURITY STATE BANK,1500 S GOLD ST,CENTRALIA,WA,98531,8952,6,6021,National Commercial Banks,31194705,402262088,46.698216,-122.95723,3,2,3675,110,10,0101000020E610000001309E4143BD5EC0A0C552245F594740
CORWIN HEALTH PHYSICS,108 S TOWER AVE,CENTRALIA,WA,98531,4222,7,8099,Health/Allied Service,31062835,402785008,46.715298,-122.954472,3,9,0,0,0,0101000020E6100000A73CBA1116BD5EC0757286E28E5B4740
JACKSON HIGHWAY VET CLINIC,628 US HIGHWAY 12,CHEHALIS,WA,98532,8465,4,742,Veterinary Services,199402059,253163109,46.544176,-122.838772,3,9,0,0,0,0101000020E61000003C33C170AEB55EC051A2258FA7454740
INTEGRITY BUILDING CONTR LLC,788 SW 18TH ST,CHEHALIS,WA,98532,3910,2,8712,Architectural Service,98657963,402262367,46.646401,-122.946753,3,9,0,0,0,0101000020E6100000F418E59997BC5EC0048D9944BD524740
WHISLER'S CARPENTRY,115 CEDAR DR,CHEHALIS,WA,98532,9609,1,1521,Single-Family Homes Contractor,98653741,402262289,46.65867,-123.031341,3,9,0,0,0,0101000020E61000008881AE7D01C25EC09C6D6E4C4F544740
ARMOUR SELF STORAGE,2580 JACKSON HWY,CHEHALIS,WA,98532,,1,4225,General Storage Service,199402052,402262388,46.630862,-122.913739,3,9,0,0,0,0101000020E61000001B8524B37ABA5EC003250516C0504740
SAUTER'S AUTO & DIESEL,340 FOREST NAPAVINE RD E,CHEHALIS,WA,98532,8730,2,7538,General Automotive Repair Service,98656660,402262139,46.58579,-122.879684,3,9,0,0,0,0101000020E610000020B41EBE4CB85EC07429AE2AFB4A4740
WILDWOOD MOBILE HOME PARK,150 PLEASANT HILL RD,CHEHALIS,WA,98532,9112,3,5039,Wholesaler Of Construction Materials,98654792,402262287,46.608942,-123.092291,3,9,0,0,0,0101000020E6100000C5AD8218E8C55EC09694BBCFF14D4740
ED STUBBY STUBBLEFIELD ELEC,262 JOHN RD,CHEHALIS,WA,98532,,3,7699,Repair Services,199402053,402262221,46.571444,-122.866438,3,9,0,0,0,0101000020E6100000BF805EB873B75EC06ABFB51325494740
FINK NEWS DISTRIBUTING,389 NW CHEHALIS AVE,CHEHALIS,WA,98532,,4,5192,"Wholesaler Of Books, Periodicals And Newspapers",199402054,402262300,46.664002,-122.970375,3,9,0,0,0,0101000020E6100000C976BE9F1ABE5EC0433D7D04FE544740
VISITING NURSES THRIFT,749 S MARKET BLVD,CHEHALIS,WA,98532,3419,2,5932,Retailer Of Used Merchandise,35498680,402345122,46.656788,-122.957558,3,9,0,0,0,0101000020E61000007C8159A148BD5EC0DF3312A111544740
TWIN CITIES TRADING POST,548 N MARKET BLVD,CHEHALIS,WA,98532,2110,3,5932,Retailer Of Used Merchandise,9717934,402262425,46.665843,-122.970559,3,9,0,0,0,0101000020E6100000A9F57EA31DBE5EC0A1A2EA573A554740
A AFFORDABLE BAIL BONDS,615 W 11TH ST,CHEHALIS,WA,98532,,2,6351,Surety Insurance Carrier,199402058,402262140,46.64652,-122.95304,7,9,0,0,0,0101000020E6100000E9F17B9BFEBC5EC0DF1AD82AC1524740
S&S CUTTING,186 ESTEP RD,CHEHALIS,WA,98532,8705,2,7231,Beauty Shops,35463149,402262153,46.585746,-122.889502,3,9,0,0,0,0101000020E610000080EECB99EDB85EC0A4E194B9F94A4740
J & J AUTO SOLUTIONS,102 HIGHLAND AVE,CHEHALIS,WA,98532,,3,1611,Highway/Street Construction Contractor,199402050,402262135,46.663755,-122.963334,3,9,0,0,0,0101000020E6100000FE47A643A7BD5EC03BC780ECF5544740
ED STUBBLEFIELD,212 JOHN RD,CHEHALIS,WA,98532,8738,2,5063,Wholesaler Of Electrical Equipment,98655870,402262369,46.569819,-122.866418,3,9,0,0,0,0101000020E61000009BAA7B6473B75EC0D9D138D4EF484740
VA SOUTH SOUND CBOC,151 NE HAMPE WAY,CHEHALIS,WA,98532,2403,12,8011,Medical Doctor's Office,9591873,403705670,46.687947,-122.957633,3,9,0,0,0,0101000020E61000008124ECDB49BD5EC0CF30B5A50E584740
BHAVIOR BY DESIGN,60 NW BOISTFORT ST # 1,CHEHALIS,WA,98532,2003,1,8099,Health/Allied Service,31126033,402262444,46.664964,-122.969899,3,9,0,0,0,0101000020E6100000145B41D312BE5EC03882548A1D554740
SIANNI,PO BOX 243,CHEHALIS,WA,98532,243,1,8322,Individual/Family Service,168623015,951031269,46.64652,-122.95304,7,9,0,0,0,0101000020E6100000E9F17B9BFEBC5EC0DF1AD82AC1524740
WESTMINSTER PRESBYTERIAN CHR,128 NW PRINDLE ST,CHEHALIS,WA,98532,2050,7,8351,Child Day Care Service,51376240,402262090,46.663651,-122.96779,3,9,0,0,0,0101000020E610000055D97745F0BD5EC0967A1684F2544740
PAG SYSTEMS CONSULTING,269 ROGERS RD,CHEHALIS,WA,98532,8811,2,8742,Management Consulting Service,98656331,402262159,46.622198,-122.95902,3,9,0,0,0,0101000020E61000006F0D6C9560BD5EC07CD11E2FA44F4740
LC FIRE DEPT 16,179 CHANDLER RD,CHEHALIS,WA,98532,,18,9224,Fire Protection,199402051,402262227,46.640024,-123.292679,3,9,0,0,0,0101000020E6100000774EB340BBD25EC0DA53724EEC514740
MAXI BURGER,1033 1ST ST,COSMOPOLIS,WA,98537,,4,5812,Eating Places,51405155,402792580,46.956842,-123.77193,3,9,0,0,0,0101000020E61000004833164D67F15EC039B874CC797A4740
KROEGER NICKELS INC,211 STAMPER RD,ELMA,WA,98541,,2,1731,Electrical Contractor,166961026,175162965,47.025835,-123.386989,3,9,0,0,0,0101000020E61000005ABA826DC4D85EC0CC0BB08F4E834740
LES SCHWAB TIRE CTR,410 N 3RD ST,ELMA,WA,98541,,15,5531,Retailer Of Automotive And Home Supplies,199410777,175162817,47.007042,-123.404307,3,2,7529,504,34,0101000020E6100000CFA2772AE0D95EC066D993C0E6804740
E Z STREET AUDIO,322 W MAIN ST,ELMA,WA,98541,,1,5731,"Radio, Television, And Electronic Stores",44709303,402802901,47.004246,-123.404943,3,9,0,0,0,0101000020E6100000A06F0B96EAD95EC0C59107228B804740
SHEAR TECHNIQUE,201 3RD ST,ELMA,WA,98541,,3,7231,Beauty Shops,181977526,219847696,47.005128,-123.404295,3,9,0,0,0,0101000020E6100000EDBB22F8DFD95EC09E25C808A8804740
HOMETOWN LIQUIDATORS,319 W MARTIN ST,ELMA,WA,98541,,2,7389,Business Service,186694540,402792677,47.006681,-123.405566,3,9,0,0,0,0101000020E6100000A69718CBF4D95EC096404AECDA804740
NATURAL HEALING FAMILY MDCN,304 W MAIN ST # 3,ELMA,WA,98541,,2,8049,Health Practitioner's Office,10730596,402157373,47.004222,-123.405178,3,9,0,0,0,0101000020E6100000C2C3B46FEED95EC03CF6B3588A804740
COTTON LAW OFFICES,507 W WALDRIP ST,ELMA,WA,98541,,4,8111,Legal Service,99194296,901327783,47.002801,-123.407539,3,9,0,0,0,0101000020E61000000D36751E15DA5EC0B3B27DC85B804740
ELMRA SPECIAL SVC,1235 MONTE ELMA RD,ELMA,WA,98541,9021,22,8211,Elementary/Secondary School,31219331,402157338,47.003187,-123.43431,3,9,0,0,0,0101000020E6100000D9942BBCCBDB5EC0DC627E6E68804740
IMAGE SIGN & DESIGN LLC,151 EKLUND AVE,HOQUIAM,WA,98550,1716,1,7336,Commercial Art/Graphic Design,99887612,402594946,46.983028,-123.900914,3,9,0,0,0,0101000020E61000008CA03193A8F95EC0B1868BDCD37D4740
EZ STORAGE,957 W SIMPSON AVE,MCCLEARY,WA,98557,,3,4225,General Storage Service,199429880,488688797,47.055505,-123.279803,3,9,664,78,13,0101000020E6100000A794D74AE8D15EC0DAE1AFC91A874740
LA MEXICANA SUPERMARKET,80 W HEMLOCK ST,MCCLEARY,WA,98557,,3,5411,Retailer Of Groceries,199429879,402372057,47.05636,-123.26529,7,9,0,0,0,0101000020E61000002C7DE882FAD05EC0BA66F2CD36874740
PEABODY'S PARADISE PIZZA,MAIN ST,MCCLEARY,WA,98557,,6,5812,Eating Places,199429881,402157381,47.05636,-123.26529,7,9,0,0,0,0101000020E61000002C7DE882FAD05EC0BA66F2CD36874740
MC CLEARY NAIL SPA,223 W SIMPSON AVE,MCCLEARY,WA,98557,9651,3,7231,Beauty Shops,31166569,402540620,47.055452,-123.267324,3,9,0,0,0,0101000020E6100000E65B1FD61BD15EC0B83F170D19874740
PET HOUSE,35612 STATE ROUTE 507 S,MCKENNA,WA,98558,,1,752,Animal Services,199429932,669252942,46.93615,-122.55572,7,9,148405847,16,9,0101000020E6100000EB6E9EEA90A35EC0401361C3D3774740
MONTE MINI STORAGE,925 N STEPHENSON DR,MONTESANO,WA,98563,1314,1,4225,General Storage Service,100943968,402157387,46.988986,-123.591763,3,9,0,0,0,0101000020E6100000E7FEEA71DFE55EC0D619DF17977E4740
G E HALVERSON,79 MIDDLE SATSOP RD,MONTESANO,WA,98563,9369,2,5261,Retailer Of Nurseries And Garden Centers,31057242,402157350,47.043862,-123.524252,3,9,0,0,0,0101000020E610000035B742588DE15EC0C1C41F459D854740
GLOBAL CAPACITY DIRECT,211 E PIONEER AVE,MONTESANO,WA,98563,4514,3,5411,Retailer Of Groceries,38698021,402157357,46.979381,-123.598443,3,9,0,0,0,0101000020E61000004A61DEE34CE65EC071A94A5B5C7D4740
WY NOOCHE VALLEY MEATS,106 OLD WYNOOCHE RD,MONTESANO,WA,98563,9727,3,5421,Retailer Of Meat And Fish,100942248,402772348,47.096522,-123.687254,3,9,0,0,0,0101000020E6100000E48233F8FBEB5EC019AC38D55A8C4740
MONTE LANES,222 WYNOOCHE RD W,MONTESANO,WA,98563,,6,7933,Bowling Center,167960079,175170331,46.994529,-123.655721,3,9,0,0,0,0101000020E61000003A933655F7E95EC038F6ECB94C7F4740
ARTISAN TILE MARBLE & GRANITE,PO BOX 312,MOSSYROCK,WA,98564,312,2,1743,Tile Contractor,100995849,402262392,46.5201,-122.45616,7,9,0,0,0,0101000020E6100000936FB6B9319D5EC0265305A392424740
JAMES H KARNS JR TRUCKING,300 MOSSYROCK AVE,MOSSYROCK,WA,98564,,3,2411,Logging Mill,100995670,402262285,46.530223,-122.48189,3,9,0,0,0,0101000020E61000003F912749D79E5EC0234BE658DE434740
FOUR U REALTY,118 E STATE ST,MOSSYROCK,WA,98564,,3,6531,Real Estate Agents And Managers,37617584,402792710,46.528789,-122.483884,3,9,0,0,0,0101000020E6100000B1C398F4F79E5EC006BEA25BAF434740
SAHARA PIZZA,114 C ALDER AVE NW,NAPAVINE,WA,98565,,4,5812,Eating Places,55067942,402772256,46.57541,-122.90818,7,9,85235,32,3,0101000020E610000067B8019F1FBA5EC04BE5ED08A7494740
GRAYS HARBOR COUNTY,110 E MAIN ST,OAKVILLE,WA,98568,,4,9121,Legislative Body,199437950,401569999,46.839838,-123.234154,3,9,0,0,0,0101000020E6100000910E0F61FCCE5EC012F8C3CF7F6B4740
MERRELL'S GIFT SHOP & GALLERY,759 POINT BROWN AVE NW,OCEAN SHORES,WA,98569,9006,2,5947,Retailer Of Gifts And Novelties,192127125,402345336,47.009719,-124.161963,3,9,0,0,0,0101000020E61000005F0A0F9A5D0A5FC02D93E1783E814740
DUCTS UNLIMITED,PO BOX 264,PE ELL,WA,98572,264,4,7349,Building Maintenance Service,165845222,402262220,46.57132,-123.29763,7,9,145311,31,15,0101000020E6100000BE13B35E0CD35EC07EC6850321494740
AMERICAN LEGION,PO BOX 763,RAINIER,WA,98576,763,3,8641,Civic/Social Association,199444156,692677040,46.88751,-122.67742,7,2,41638,8677,326,0101000020E6100000016A6AD95AAB5EC0BD6F7CED99714740
ELECTRICAL SPECITIES,958 FOWLER ST,RAYMOND,WA,98577,4613,3,1731,Electrical Contractor,101745989,402357314,46.675213,-123.739296,3,9,0,0,0,0101000020E610000012842BA050EF5EC0C26A2C616D564740
WESLEYAN CHURCH,453 2ND ST,RAYMOND,WA,98577,,2,8661,Religious Organization,199444564,402371312,46.687018,-123.734737,3,9,0,0,0,0101000020E6100000508A56EE05EF5EC0B5E1B034F0574740
END OF TRAILS,20330 OLD HWY 99 SW,ROCHESTER,WA,98579,,5,5411,Retailer Of Groceries,199445824,402262199,46.82204,-123.06432,7,9,0,0,0,0101000020E6100000A31EA2D11DC45EC07E00529B38694740
MITCHELL'S ENTERPRISES,5733 188TH AVE SW,ROCHESTER,WA,98579,9235,1,7539,Automotive Repair Service,138380218,402262098,46.815055,-123.002483,3,9,0,0,0,0101000020E6100000F1F274AE28C05EC07CB8E4B853684740
LONG BOTTOM MEADOWS,3619 STATE ROUTE 702 S,ROY,WA,98580,9123,1,751,Livestock Services,167532574,692676950,46.938028,-122.479322,3,9,0,0,0,0101000020E610000036902E36AD9E5EC0BC5D2F4D11784740
PAUL'S CUSTOM HEATING & AC,1320 STATE ROUTE 702 E,ROY,WA,98580,9010,1,1711,Plumbing/Heating/Ac Contractor,199446443,590298238,46.936803,-122.414171,3,9,0,0,0,0101000020E6100000E7FC14C7819A5EC0B8E52329E9774740
BRAD WILSON CONSTRUCTION INC,10 E WYSTERIA CT,SHELTON,WA,98584,,4,1542,Nonresidential Construction Contractor,199450412,976865238,47.245787,-123.127412,3,9,0,0,0,0101000020E61000008D47A98427C85EC01764CBF2759F4740
SHELTON BEAUTY COLLEGE,113 S 2ND ST,SHELTON,WA,98584,3576,4,7231,Beauty Shops,31130959,402595143,47.212181,-123.10133,3,9,0,0,0,0101000020E6100000A306D3307CC65EC092EA3BBF289B4740
SHELTON PRE SCHOOL,2340 W RAILROAD AVE,SHELTON,WA,98584,7815,2,8351,Child Day Care Service,37313014,462056961,47.207777,-123.126551,3,9,0,0,0,0101000020E6100000AC915D6919C85EC035EECD6F989A4740
TURNBOW LAND SURVEYING,PO BOX 834,SHELTON,WA,98584,834,1,8713,Surveying Service,155453201,402396346,47.22066,-123.09104,7,9,0,0,0,0101000020E61000002FA86F99D3C55EC087C43D963E9C4740
IRON WORKS,224 SUSSEX AVE W,TENINO,WA,98589,9360,2,7692,Welding Service,37312167,402357208,46.85726,-122.853481,3,9,141036,58,30,0101000020E610000079B0C56E9FB65EC0A01518B2BA6D4740
ADMIRALITY SEAFOODS,143 E MERRIMOUNT RD,UNION,WA,98592,,6,5146,Wholesaler Of Fish And Seafoods,199457007,402580789,47.354232,-123.017872,3,9,0,0,0,0101000020E6100000E7E099D024C15EC02D99637957AD4740
BLUE BUOY CAFE,2323 WESTHAVEN DR,WESTPORT,WA,98595,,11,5812,Eating Places,37312893,402554980,46.90913,-124.113429,3,9,0,0,0,0101000020E6100000C05AB56B42075FC0FFE7305F5E744740
HILLARY BEARDEN LAW OFFICE,723 N MONTESANO ST,WESTPORT,WA,98595,9730,3,8111,Legal Service,141589259,402385529,46.894644,-124.104501,3,9,0,0,0,0101000020E61000008E59F624B0065FC004C8D0B183724740
RLB INC,701 NW KERRON ST,WINLOCK,WA,98596,,6,5251,Retailer Of Hardware,199461675,175188796,46.494519,-122.938369,3,9,107138,13,10,0101000020E610000022A5D93C0EBC5EC014200A664C3F4740
CC'S PHOTOGRAPHY,203 NE 1ST ST,WINLOCK,WA,98596,,1,7221,Portrait Studio,37309674,402262319,46.491086,-122.937017,3,9,0,0,0,0101000020E6100000F2B22616F8BB5EC001C3F2E7DB3E4740
TRADING POST,202 NE 1ST ST,WINLOCK,WA,98596,,2,7371,Custom Computer Programming Services,37309483,402371585,46.491062,-122.93662,3,9,0,0,0,0101000020E6100000E4310395F1BB5EC078279F1EDB3E4740
FEARLESS SELF,620 WINLOCK VADER RD,WINLOCK,WA,98596,9552,1,8661,Religious Organization,103427852,402262386,46.483705,-122.946927,3,9,0,0,0,0101000020E6100000C32CB4739ABC5EC0B2F4A10BEA3D4740
NORTHWEST LANDSCAPE DESIGN,17507 SCENIC SHORES CT SE,YELM,WA,98597,8569,2,781,Landscape Services,103548005,634528327,46.861342,-122.569891,3,9,0,0,0,0101000020E610000039D2191879A45EC0EB556474406E4740
CRAFTING BY ELIZABETH,9519 LONGMIRE CT SE,YELM,WA,98597,9436,2,3944,Manufacturer Of Games/Toys,103549571,400076827,46.94832,-122.610035,3,9,0,0,0,0101000020E6100000959A3DD00AA75EC04512BD8C62794740
SAFEWAY FUEL STATION,1109 ALIERS ST,YELM,WA,98597,,6,5541,Gasoline Service Stations,199462315,590298337,46.91115,-122.59876,7,2,8775,1346,83,0101000020E6100000CA89761552A65EC00DE02D90A0744740
UNCLE ROY'S MUSIC,401 CREEK ST SE,YELM,WA,98597,,4,5736,Retailer Of Musical Instruments,150826290,695959684,46.937293,-122.590221,3,9,0,0,0,0101000020E6100000651A4D2EC6A55EC086E28E37F9774740
COMMUNITY ONE FINANCIAL,213 W YELM AVE,YELM,WA,98597,,2,6282,Investment Advisory Services,199462316,402375555,46.942489,-122.607854,3,9,0,0,0,0101000020E61000008AAF7614E7A65EC07DEBC37AA3784740
KEN MCCULLOCH INSURANCE,609 W YELM AVE,YELM,WA,98597,7666,3,6411,"Insurance Agents, Brokers And Service",31269042,402811007,46.945454,-122.613264,3,9,0,0,0,0101000020E61000001BF4A5B73FA75EC0AAEFFCA204794740
SAM BREWER VETERANS MEM FIELD,103RD & GROVE RD,YELM,WA,98597,,7,7941,Professional Sports Service,199462313,402872082,46.93818,-122.58477,5,9,0,0,0,0101000020E6100000A56B26DF6CA55EC072E1404816784740
YELM VISION CLINIC,207 W YELM AVE,YELM,WA,98597,8652,6,8042,Optometrist's Office,149374986,504209305,46.942445,-122.607777,3,9,0,0,0,0101000020E6100000B49080D1E5A65EC0ADA3AA09A2784740
SHARON J OLSON,205 1ST ST N,YELM,WA,98597,7692,1,8049,Health Practitioner's Office,31260280,421542948,46.942723,-122.605429,3,9,0,0,0,0101000020E610000033C34659BFA65EC0F017B325AB784740
WAVERLY HOMES INC,3008 NE 169TH ST,BATTLE GROUND,WA,98604,,2,1521,Single-Family Homes Contractor,199394993,402371523,45.78724,-122.52361,7,9,0,0,0,0101000020E6100000F37684D382A15EC0300DC347C4E44640
15 EAST RESTAURANT & BAR,15 E MAIN ST # 102,BATTLE GROUND,WA,98604,4986,6,5812,Eating Places,37303650,425405931,45.780721,-122.536418,3,9,0,0,0,0101000020E610000016BF29AC54A25EC074266DAAEEE34640
PRUDENTIAL INSURANCE CO,18105 NE 159TH ST,BRUSH PRAIRIE,WA,98606,7240,2,6411,"Insurance Agents, Brokers And Service",37307163,402384845,45.754724,-122.508904,3,2,19606,5705,308,0101000020E61000006E3315E291A05EC0CFC0C8CB9AE04640
CHRISSYS SIGNS & GRAPHICS,106 SE WEIR ST # 1,CAMAS,WA,98607,2454,1,3993,Manufacturer Of Advertising Displays,31127891,364828095,45.584692,-122.369338,3,9,0,0,0,0101000020E6100000E2CAD93BA3975EC0CD1DFD2FD7CA4640
24 HOUR GARAGE DOORS & GATES,19215 SE 34TH ST,CAMAS,WA,98607,8829,2,5211,Retailer Of Lumber And Other Building Materials,38696244,402385344,45.596488,-122.477066,3,9,0,0,0,0101000020E61000002502D53F889E5EC06D3A02B859CC4640
CROSS FIT CAMAS,19005 SE 34TH ST # 106,CAMAS,WA,98607,,2,7991,Physical Fitness Facility,199399934,402446717,45.60732,-122.4161,7,2,0,0,0,0101000020E610000066F7E461A19A5EC0761A69A9BCCD4640
BIG JOHNS DRIVING SCHOOL,3519 SE 2ND AVE,CAMAS,WA,98607,2406,3,8299,School/Educational Service,51384330,402593643,45.583159,-122.369191,3,9,0,0,0,0101000020E610000090BE49D3A0975EC01DAF40F4A4CA4640
MT ST HELEN'S CELLARS,2846 SPIRIT LAKE HWY,CASTLE ROCK,WA,98611,9719,3,2084,Manufacturer Of Wines/Brandy/Spirits,31036496,402357682,46.295192,-122.823666,3,9,0,0,0,0101000020E6100000F03499F1B6B45EC03A05F9D9C8254740
BLOSSOMS & SWEETS ON HNTNGTN,216 HUNTINGTON AVE S,CASTLE ROCK,WA,98611,9259,2,5441,"Retailer Of Candy, Nut And Confectionery",181284486,402810985,46.274534,-122.906894,3,9,0,0,0,0101000020E610000012BC218D0ABA5EC0EED11BEE23234740
CHINOOK LUTHERAN CHURCH,767 HWY 101,CHINOOK,WA,98614,,1,8661,Religious Organization,199402933,804876456,46.271417,-123.944261,3,9,0,0,0,0101000020E6100000D978B0C56EFC5EC00A4AD1CABD224740
GUNKEL CONSTRUCTION LLC,87 STONEHENGE DR,GOLDENDALE,WA,98620,4614,2,1794,Excavation Contractor,31300911,402812288,45.694293,-120.80517,3,9,0,0,0,0101000020E61000001A6EC0E787335EC0BE6BD097DED84640
PAY.COM,205 S COLUMBUS AVE,GOLDENDALE,WA,98620,9279,2,7319,Advertising Service,37309949,402377430,45.820708,-120.822403,3,9,0,0,0,0101000020E610000077483140A2345EC065C8B1F50CE94640
SPORTSMEN'S CANNERY II,211 HOWERTON WAY SE,ILWACO,WA,98624,9089,8,2033,Manufacturer Of Canned Fruits,199420618,312159940,46.306572,-124.037255,3,9,0,0,0,0101000020E610000033A7CB6262025FC046EF54C03D274740
ILWACO MIDDLE-HIGH SCHOOL,314 BRUMBACH AVE NE,ILWACO,WA,98624,,50,8211,Elementary/Secondary School,199420621,952195865,46.310724,-124.038754,3,9,0,0,0,0101000020E6100000B5A50EF27A025FC0890AD5CDC5274740
FRIENDS COLUMBIA RIVER GATEWAY,248 ROBERT GRAY DR SW,ILWACO,WA,98624,,2,7999,Recreation Service,199420619,400732650,46.303074,-124.043803,3,9,0,0,0,0101000020E6100000DE1D19ABCD025FC04B22FB20CB264740
KARLINGTON ELECTRIC INC,PO BOX 2052,KALAMA,WA,98625,1800,4,1731,Electrical Contractor,150924999,402345370,46.00179,-122.81767,7,9,0,0,0,0101000020E6100000E73A8DB454B45EC0DCBA9BA73A004740
FIBRE FEDERAL CREDIT UNION,1208 COWEEMAN LN,KELSO,WA,98626,3004,5,6061,Federal Credit Unions,100028235,402594539,46.136252,-122.90371,3,9,0,0,0,0101000020E61000005DC47762D6B95EC0DE019EB470114740
